Sample ID	Method ID	Taxa-Level	Taxa-Name	# of Reads	% of Total	Avg-Score
18_S_C05_2010_12_17_2	2	genus	Fusobacterium	476	8.55	0.99
18_S_C05_2010_12_17_2	2	genus	Eubacterium	47	0.84	0.99
18_S_C05_2010_12_17_2	2	genus	Leptotrichia	208	3.73	0.99
18_S_C05_2010_12_17_2	2	genus	Granulicatella	37	0.66	0.95
18_S_C05_2010_12_17_2	2	genus	Kingella	13	0.23	0.89
18_S_C05_2010_12_17_2	2	genus	Haemophilus	14	0.25	0.87
18_S_C05_2010_12_17_2	2	genus	Paludibacter	2	0.04	0.85
18_S_C05_2010_12_17_2	2	genus	Johnsonella	3	0.05	0.98
18_S_C05_2010_12_17_2	2	genus	Porphyromonas	198	3.56	0.99
18_S_C05_2010_12_17_2	2	genus	Selenomonas	135	2.42	0.98
18_S_C05_2010_12_17_2	2	genus	Neisseria	100	1.80	0.98
18_S_C05_2010_12_17_2	2	genus	Campylobacter	39	0.70	1.00
18_S_C05_2010_12_17_2	2	genus	Filifactor	18	0.32	1.00
18_S_C05_2010_12_17_2	2	genus	Gemella	18	0.32	0.98
18_S_C05_2010_12_17_2	2	genus	Schwartzia	2	0.04	0.86
18_S_C05_2010_12_17_2	2	genus	Desulfobulbus	2	0.04	0.97
18_S_C05_2010_12_17_2	2	genus	Tannerella	52	0.93	0.99
18_S_C05_2010_12_17_2	2	genus	Anaeroglobus	11	0.20	0.94
18_S_C05_2010_12_17_2	2	genus	Prevotella	645	11.58	0.99
18_S_C05_2010_12_17_2	2	genus	Streptococcus	812	14.58	0.99
18_S_C05_2010_12_17_2	2	genus	Bulleidia	1	0.02	1.00
18_S_C05_2010_12_17_2	2	genus	Hallella	4	0.07	0.90
18_S_C05_2010_12_17_2	2	genus	Centipeda	4	0.07	0.91
18_S_C05_2010_12_17_2	2	genus	Lactobacillus	26	0.47	0.99
18_S_C05_2010_12_17_2	2	genus	Pseudoramibacter	8	0.14	1.00
18_S_C05_2010_12_17_2	2	genus	Veillonella	373	6.70	0.99
18_S_C05_2010_12_17_2	2	genus	Phocaeicola	12	0.22	0.99
18_S_C05_2010_12_17_2	2	genus	Erysipelotrichaceae_incertae_sedis	3	0.05	1.00
18_S_C05_2010_12_17_2	2	genus	Actinobacillus	3	0.05	0.88
18_S_C05_2010_12_17_2	2	genus	Treponema	90	1.62	0.99
18_S_C05_2010_12_17_2	2	genus	Parvimonas	61	1.10	0.99
18_S_C05_2010_12_17_2	2	genus	Mycoplasma	9	0.16	0.99
18_S_C05_2010_12_17_2	2	genus	Mogibacterium	14	0.25	1.00
18_S_C05_2010_12_17_2	2	genus	Catonella	12	0.22	0.99
18_S_C05_2010_12_17_2	2	genus	Clostridium XIX	2	0.04	0.81
18_S_C05_2010_12_17_2	2	genus	Anaerovorax	5	0.09	0.91
18_S_C05_2010_12_17_2	2	genus	Methylobacterium	31	0.56	1.00
18_S_C05_2010_12_17_2	2	genus	Aggregatibacter	50	0.90	0.97
19_D_C08_2010_12_17_2	2	rootrank	Root	1897	100.00	1.00
19_D_C08_2010_12_17_2	2	domain	Bacteria	1895	99.89	1.00
19_D_C08_2010_12_17_2	2	phylum	Spirochaetes	35	1.85	0.99
19_D_C08_2010_12_17_2	2	phylum	TM7	4	0.21	0.98
19_D_C08_2010_12_17_2	2	phylum	Firmicutes	310	16.34	1.00
19_D_C08_2010_12_17_2	2	phylum	Bacteroidetes	273	14.39	1.00
19_D_C08_2010_12_17_2	2	phylum	Synergistetes	1	0.05	0.98
19_D_C08_2010_12_17_2	2	phylum	Actinobacteria	402	21.19	1.00
19_D_C08_2010_12_17_2	2	phylum	Tenericutes	1	0.05	1.00
19_D_C08_2010_12_17_2	2	phylum	Fusobacteria	726	38.27	1.00
19_D_C08_2010_12_17_2	2	phylum	Proteobacteria	95	5.01	1.00
19_D_C08_2010_12_17_2	2	class	Spirochaetes	35	1.85	0.99
19_D_C08_2010_12_17_2	2	class	Betaproteobacteria	10	0.53	1.00
19_D_C08_2010_12_17_2	2	class	Synergistia	1	0.05	0.98
19_D_C08_2010_12_17_2	2	class	Bacteroidia	253	13.34	1.00
19_D_C08_2010_12_17_2	2	class	Flavobacteria	19	1.00	1.00
19_D_C08_2010_12_17_2	2	class	Gammaproteobacteria	63	3.32	0.99
19_D_C08_2010_12_17_2	2	class	Epsilonproteobacteria	22	1.16	1.00
19_D_C08_2010_12_17_2	2	class	Actinobacteria	402	21.19	1.00
19_D_C08_2010_12_17_2	2	class	Mollicutes	1	0.05	1.00
19_D_C08_2010_12_17_2	2	class	Erysipelotrichia	2	0.11	1.00
19_D_C08_2010_12_17_2	2	class	Fusobacteria	726	38.27	1.00
19_D_C08_2010_12_17_2	2	class	Negativicutes	117	6.17	1.00
19_D_C08_2010_12_17_2	2	class	Bacilli	89	4.69	0.99
19_D_C08_2010_12_17_2	2	class	Clostridia	94	4.96	0.99
19_D_C08_2010_12_17_2	2	subclass	Actinobacteridae	399	21.03	1.00
19_D_C08_2010_12_17_2	2	subclass	Coriobacteridae	3	0.16	1.00
19_D_C08_2010_12_17_2	2	suborder	Micrococcineae	2	0.11	1.00
19_D_C08_2010_12_17_2	2	suborder	Coriobacterineae	3	0.16	1.00
19_D_C08_2010_12_17_2	2	suborder	Corynebacterineae	258	13.60	0.98
19_D_C08_2010_12_17_2	2	suborder	Actinomycineae	81	4.27	0.98
19_D_C08_2010_12_17_2	2	suborder	Propionibacterineae	1	0.05	1.00
19_D_C08_2010_12_17_2	2	order	Lactobacillales	58	3.06	0.99
19_D_C08_2010_12_17_2	2	order	Synergistales	1	0.05	0.98
19_D_C08_2010_12_17_2	2	order	Fusobacteriales	726	38.27	1.00
19_D_C08_2010_12_17_2	2	order	Cardiobacteriales	3	0.16	0.96
19_D_C08_2010_12_17_2	2	order	Flavobacteriales	19	1.00	1.00
19_D_C08_2010_12_17_2	2	order	Burkholderiales	1	0.05	0.97
19_D_C08_2010_12_17_2	2	order	Campylobacterales	22	1.16	1.00
19_D_C08_2010_12_17_2	2	order	Clostridiales	94	4.96	0.99
19_D_C08_2010_12_17_2	2	order	Pasteurellales	59	3.11	1.00
19_D_C08_2010_12_17_2	2	order	Neisseriales	9	0.47	1.00
19_D_C08_2010_12_17_2	2	order	Selenomonadales	117	6.17	1.00
19_D_C08_2010_12_17_2	2	order	Spirochaetales	35	1.85	0.99
19_D_C08_2010_12_17_2	2	order	Bacillales	29	1.53	0.99
19_D_C08_2010_12_17_2	2	order	Erysipelotrichales	2	0.11	1.00
19_D_C08_2010_12_17_2	2	order	Mycoplasmatales	1	0.05	1.00
19_D_C08_2010_12_17_2	2	order	Bacteroidales	253	13.34	1.00
19_D_C08_2010_12_17_2	2	order	Coriobacteriales	3	0.16	1.00
19_D_C08_2010_12_17_2	2	order	Actinomycetales	399	21.03	1.00
19_D_C08_2010_12_17_2	2	family	Actinomycetaceae	81	4.27	0.98
19_D_C08_2010_12_17_2	2	family	Propionibacteriaceae	1	0.05	1.00
19_D_C08_2010_12_17_2	2	family	Micrococcaceae	2	0.11	1.00
19_D_C08_2010_12_17_2	2	family	Coriobacteriaceae	3	0.16	1.00
19_D_C08_2010_12_17_2	2	family	Corynebacteriaceae	252	13.28	0.97
19_D_C08_2010_12_17_2	2	family	Leptotrichiaceae	314	16.55	1.00
19_D_C08_2010_12_17_2	2	family	Streptococcaceae	41	2.16	0.98
19_D_C08_2010_12_17_2	2	family	Cardiobacteriaceae	3	0.16	0.96
19_D_C08_2010_12_17_2	2	family	Eubacteriaceae	6	0.32	0.98
19_D_C08_2010_12_17_2	2	family	Neisseriaceae	9	0.47	1.00
19_D_C08_2010_12_17_2	2	family	Veillonellaceae	116	6.11	1.00
19_D_C08_2010_12_17_2	2	family	Erysipelotrichaceae	2	0.11	1.00
19_D_C08_2010_12_17_2	2	family	Prevotellaceae	151	7.96	1.00
19_D_C08_2010_12_17_2	2	family	Mycoplasmataceae	1	0.05	1.00
19_D_C08_2010_12_17_2	2	family	Fusobacteriaceae	409	21.56	1.00
19_D_C08_2010_12_17_2	2	family	Spirochaetaceae	35	1.85	0.99
19_D_C08_2010_12_17_2	2	family	Peptococcaceae 1	5	0.26	0.86
19_D_C08_2010_12_17_2	2	family	Bacillales_Incertae Sedis XI	28	1.48	1.00
19_D_C08_2010_12_17_2	2	family	Synergistaceae	1	0.05	0.98
19_D_C08_2010_12_17_2	2	family	Campylobacteraceae	22	1.16	1.00
19_D_C08_2010_12_17_2	2	family	Porphyromonadaceae	100	5.27	0.99
19_D_C08_2010_12_17_2	2	family	Carnobacteriaceae	15	0.79	0.97
19_D_C08_2010_12_17_2	2	family	Pasteurellaceae	59	3.11	1.00
19_D_C08_2010_12_17_2	2	family	Peptostreptococcaceae	5	0.26	0.98
19_D_C08_2010_12_17_2	2	family	Lachnospiraceae	16	0.84	0.95
19_D_C08_2010_12_17_2	2	family	Clostridiales_Incertae Sedis XI	46	2.42	0.99
19_D_C08_2010_12_17_2	2	family	Flavobacteriaceae	19	1.00	1.00
19_D_C08_2010_12_17_2	2	genus	Olsenella	3	0.16	1.00
19_D_C08_2010_12_17_2	2	genus	Rothia	2	0.11	1.00
19_D_C08_2010_12_17_2	2	genus	Actinomyces	80	4.22	0.99
19_D_C08_2010_12_17_2	2	genus	Corynebacterium	232	12.23	0.96
19_D_C08_2010_12_17_2	2	genus	TM7_genera_incertae_sedis	4	0.21	0.98
19_D_C08_2010_12_17_2	2	genus	Solobacterium	2	0.11	1.00
19_D_C08_2010_12_17_2	2	genus	Peptococcus	5	0.26	0.84
19_D_C08_2010_12_17_2	2	genus	Dialister	9	0.47	1.00
19_D_C08_2010_12_17_2	2	genus	Aggregatibacter	49	2.58	0.92
19_D_C08_2010_12_17_2	2	genus	Oribacterium	1	0.05	1.00
19_D_C08_2010_12_17_2	2	genus	Peptostreptococcaceae_incertae_sedis	4	0.21	0.97
19_D_C08_2010_12_17_2	2	genus	Cardiobacterium	3	0.16	0.96
19_D_C08_2010_12_17_2	2	genus	Fusobacterium	398	20.98	1.00
19_D_C08_2010_12_17_2	2	genus	Eubacterium	6	0.32	0.98
19_D_C08_2010_12_17_2	2	genus	Leptotrichia	312	16.45	0.99
19_D_C08_2010_12_17_2	2	genus	Granulicatella	14	0.74	0.97
19_D_C08_2010_12_17_2	2	genus	Kingella	1	0.05	1.00
19_D_C08_2010_12_17_2	2	genus	Haemophilus	2	0.11	0.94
19_D_C08_2010_12_17_2	2	genus	Porphyromonas	69	3.64	0.99
19_D_C08_2010_12_17_2	2	genus	Selenomonas	33	1.74	0.97
19_D_C08_2010_12_17_2	2	genus	Neisseria	5	0.26	0.96
19_D_C08_2010_12_17_2	2	genus	Campylobacter	22	1.16	1.00
19_D_C08_2010_12_17_2	2	genus	Filifactor	1	0.05	1.00
19_D_C08_2010_12_17_2	2	genus	Gemella	28	1.48	1.00
19_D_C08_2010_12_17_2	2	genus	Tannerella	19	1.00	0.99
19_D_C08_2010_12_17_2	2	genus	Prevotella	145	7.64	0.99
19_D_C08_2010_12_17_2	2	genus	Streptococcus	40	2.11	0.99
19_D_C08_2010_12_17_2	2	genus	Centipeda	2	0.11	0.99
19_D_C08_2010_12_17_2	2	genus	Veillonella	56	2.95	0.99
19_D_C08_2010_12_17_2	2	genus	Actinobacillus	1	0.05	0.90
19_D_C08_2010_12_17_2	2	genus	Treponema	33	1.74	1.00
19_D_C08_2010_12_17_2	2	genus	Parvimonas	46	2.42	0.99
19_D_C08_2010_12_17_2	2	genus	Mycoplasma	1	0.05	1.00
19_D_C08_2010_12_17_2	2	genus	Catonella	5	0.26	0.99
19_D_C08_2010_12_17_2	2	genus	Clostridium XIX	1	0.05	0.87
19_D_C08_2010_12_17_2	2	genus	Capnocytophaga	19	1.00	0.99
19_S_C07_2010_12_17_2	2	rootrank	Root	1871	100.00	1.00
19_S_C07_2010_12_17_2	2	domain	Bacteria	1871	100.00	1.00
19_S_C07_2010_12_17_2	2	phylum	Spirochaetes	13	0.69	1.00
19_S_C07_2010_12_17_2	2	phylum	Chloroflexi	1	0.05	0.97
19_S_C07_2010_12_17_2	2	phylum	TM7	1	0.05	1.00
19_S_C07_2010_12_17_2	2	phylum	Firmicutes	343	18.33	1.00
19_S_C07_2010_12_17_2	2	phylum	Bacteroidetes	101	5.40	1.00
19_S_C07_2010_12_17_2	2	phylum	Synergistetes	7	0.37	0.93
19_S_C07_2010_12_17_2	2	phylum	Actinobacteria	1245	66.54	1.00
19_S_C07_2010_12_17_2	2	phylum	Tenericutes	1	0.05	1.00
19_S_C07_2010_12_17_2	2	phylum	Cyanobacteria/Chloroplast	1	0.05	1.00
19_S_C07_2010_12_17_2	2	phylum	Fusobacteria	69	3.69	1.00
19_S_C07_2010_12_17_2	2	phylum	Proteobacteria	56	2.99	1.00
19_S_C07_2010_12_17_2	2	class	Spirochaetes	13	0.69	1.00
19_S_C07_2010_12_17_2	2	class	Betaproteobacteria	32	1.71	1.00
19_S_C07_2010_12_17_2	2	class	Synergistia	7	0.37	0.93
19_S_C07_2010_12_17_2	2	class	Bacteroidia	86	4.60	0.99
19_S_C07_2010_12_17_2	2	class	Flavobacteria	14	0.75	0.99
19_S_C07_2010_12_17_2	2	class	Gammaproteobacteria	17	0.91	0.99
19_S_C07_2010_12_17_2	2	class	Chloroplast	1	0.05	1.00
19_S_C07_2010_12_17_2	2	class	Epsilonproteobacteria	6	0.32	1.00
19_S_C07_2010_12_17_2	2	class	Bacilli	131	7.00	0.99
19_S_C07_2010_12_17_2	2	class	Mollicutes	1	0.05	1.00
19_S_C07_2010_12_17_2	2	class	Anaerolineae	1	0.05	0.97
19_S_C07_2010_12_17_2	2	class	Fusobacteria	69	3.69	1.00
19_S_C07_2010_12_17_2	2	class	Clostridia	16	0.86	0.99
19_S_C07_2010_12_17_2	2	class	Actinobacteria	1245	66.54	1.00
19_S_C07_2010_12_17_2	2	class	Negativicutes	188	10.05	1.00
19_S_C07_2010_12_17_2	2	subclass	Actinobacteridae	1242	66.38	1.00
19_S_C07_2010_12_17_2	2	subclass	Coriobacteridae	2	0.11	1.00
19_S_C07_2010_12_17_2	2	suborder	Micrococcineae	14	0.75	1.00
19_S_C07_2010_12_17_2	2	suborder	Coriobacterineae	2	0.11	1.00
19_S_C07_2010_12_17_2	2	suborder	Corynebacterineae	539	28.81	0.98
19_S_C07_2010_12_17_2	2	suborder	Actinomycineae	509	27.20	0.98
19_S_C07_2010_12_17_2	2	suborder	Propionibacterineae	2	0.11	1.00
19_S_C07_2010_12_17_2	2	order	Lactobacillales	129	6.89	0.99
19_S_C07_2010_12_17_2	2	order	Synergistales	7	0.37	0.93
19_S_C07_2010_12_17_2	2	order	Neisseriales	27	1.44	1.00
19_S_C07_2010_12_17_2	2	order	Flavobacteriales	14	0.75	0.99
19_S_C07_2010_12_17_2	2	order	Burkholderiales	3	0.16	0.97
19_S_C07_2010_12_17_2	2	order	Anaerolineales	1	0.05	0.97
19_S_C07_2010_12_17_2	2	order	Campylobacterales	6	0.32	1.00
19_S_C07_2010_12_17_2	2	order	Clostridiales	16	0.86	0.99
19_S_C07_2010_12_17_2	2	order	Pasteurellales	17	0.91	0.98
19_S_C07_2010_12_17_2	2	order	Fusobacteriales	69	3.69	1.00
19_S_C07_2010_12_17_2	2	order	Spirochaetales	13	0.69	1.00
19_S_C07_2010_12_17_2	2	order	Mycoplasmatales	1	0.05	1.00
19_S_C07_2010_12_17_2	2	order	Selenomonadales	188	10.05	1.00
19_S_C07_2010_12_17_2	2	order	Bacteroidales	86	4.60	0.99
19_S_C07_2010_12_17_2	2	order	Coriobacteriales	2	0.11	1.00
19_S_C07_2010_12_17_2	2	order	Actinomycetales	1240	66.27	1.00
19_S_C07_2010_12_17_2	2	order	Bifidobacteriales	2	0.11	1.00
19_S_C07_2010_12_17_2	2	family	Coriobacteriaceae	2	0.11	1.00
19_S_C07_2010_12_17_2	2	family	Actinomycetaceae	509	27.20	0.98
19_S_C07_2010_12_17_2	2	family	Mycobacteriaceae	4	0.21	0.99
19_S_C07_2010_12_17_2	2	family	Corynebacteriaceae	519	27.74	0.98
19_S_C07_2010_12_17_2	2	family	Micrococcaceae	14	0.75	1.00
19_S_C07_2010_12_17_2	2	family	Propionibacteriaceae	2	0.11	1.00
19_S_C07_2010_12_17_2	2	family	Chloroplast	1	0.05	1.00
19_S_C07_2010_12_17_2	2	family	Leptotrichiaceae	44	2.35	1.00
19_S_C07_2010_12_17_2	2	family	Lactobacillaceae	1	0.05	1.00
19_S_C07_2010_12_17_2	2	family	Streptococcaceae	118	6.31	0.99
19_S_C07_2010_12_17_2	2	family	Bacteroidales_incertae_sedis	1	0.05	1.00
19_S_C07_2010_12_17_2	2	family	Prevotellaceae	48	2.57	1.00
19_S_C07_2010_12_17_2	2	family	Synergistaceae	7	0.37	0.93
19_S_C07_2010_12_17_2	2	family	Flavobacteriaceae	14	0.75	0.99
19_S_C07_2010_12_17_2	2	family	Campylobacteraceae	6	0.32	1.00
19_S_C07_2010_12_17_2	2	family	Fusobacteriaceae	25	1.34	0.99
19_S_C07_2010_12_17_2	2	family	Lachnospiraceae	4	0.21	0.98
19_S_C07_2010_12_17_2	2	family	Spirochaetaceae	13	0.69	1.00
19_S_C07_2010_12_17_2	2	family	Carnobacteriaceae	5	0.27	0.93
19_S_C07_2010_12_17_2	2	family	Pasteurellaceae	17	0.91	0.98
19_S_C07_2010_12_17_2	2	family	Eubacteriaceae	5	0.27	0.99
19_S_C07_2010_12_17_2	2	family	Peptostreptococcaceae	2	0.11	1.00
19_S_C07_2010_12_17_2	2	family	Neisseriaceae	27	1.44	1.00
19_S_C07_2010_12_17_2	2	family	Anaerolineaceae	1	0.05	0.97
19_S_C07_2010_12_17_2	2	family	Veillonellaceae	185	9.89	1.00
19_S_C07_2010_12_17_2	2	family	Porphyromonadaceae	34	1.82	0.99
19_S_C07_2010_12_17_2	2	family	Clostridiales_Incertae Sedis XI	3	0.16	0.94
19_S_C07_2010_12_17_2	2	family	Mycoplasmataceae	1	0.05	1.00
19_S_C07_2010_12_17_2	2	family	Bifidobacteriaceae	2	0.11	1.00
19_S_C07_2010_12_17_2	2	genus	Bifidobacterium	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Scardovia	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Atopobium	2	0.11	1.00
19_S_C07_2010_12_17_2	2	genus	Mycobacterium	4	0.21	0.99
19_S_C07_2010_12_17_2	2	genus	Rothia	14	0.75	1.00
19_S_C07_2010_12_17_2	2	genus	Actinomyces	508	27.15	0.98
19_S_C07_2010_12_17_2	2	genus	Corynebacterium	484	25.87	0.95
19_S_C07_2010_12_17_2	2	genus	TM7_genera_incertae_sedis	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Streptophyta	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Dialister	3	0.16	1.00
19_S_C07_2010_12_17_2	2	genus	Atopostipes	1	0.05	0.87
19_S_C07_2010_12_17_2	2	genus	Aggregatibacter	8	0.43	0.98
19_S_C07_2010_12_17_2	2	genus	Eubacterium	5	0.27	0.99
19_S_C07_2010_12_17_2	2	genus	Finegoldia	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Fusobacterium	21	1.12	0.99
19_S_C07_2010_12_17_2	2	genus	Peptostreptococcus	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Leptotrichia	44	2.35	1.00
19_S_C07_2010_12_17_2	2	genus	Granulicatella	3	0.16	0.92
19_S_C07_2010_12_17_2	2	genus	Kingella	4	0.21	0.93
19_S_C07_2010_12_17_2	2	genus	Haemophilus	5	0.27	0.92
19_S_C07_2010_12_17_2	2	genus	Neisseria	16	0.86	0.99
19_S_C07_2010_12_17_2	2	genus	Selenomonas	12	0.64	0.98
19_S_C07_2010_12_17_2	2	genus	Porphyromonas	24	1.28	1.00
19_S_C07_2010_12_17_2	2	genus	Campylobacter	6	0.32	1.00
19_S_C07_2010_12_17_2	2	genus	Filifactor	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Tannerella	5	0.27	0.96
19_S_C07_2010_12_17_2	2	genus	Anaeroglobus	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Prevotella	41	2.19	0.98
19_S_C07_2010_12_17_2	2	genus	Streptococcus	118	6.31	0.99
19_S_C07_2010_12_17_2	2	genus	Hallella	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Centipeda	1	0.05	0.89
19_S_C07_2010_12_17_2	2	genus	Lactobacillus	1	0.05	0.99
19_S_C07_2010_12_17_2	2	genus	Veillonella	153	8.18	1.00
19_S_C07_2010_12_17_2	2	genus	Phocaeicola	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Treponema	13	0.69	1.00
19_S_C07_2010_12_17_2	2	genus	Parvimonas	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Mycoplasma	1	0.05	1.00
19_S_C07_2010_12_17_2	2	genus	Capnocytophaga	14	0.75	0.99
1_D_A01_2010_12_17_2	2	rootrank	Root	16344	100.00	1.00
1_D_A01_2010_12_17_2	2	domain	Bacteria	16301	99.74	1.00
1_D_A01_2010_12_17_2	2	phylum	Spirochaetes	977	5.98	0.99
1_D_A01_2010_12_17_2	2	phylum	TM7	119	0.73	1.00
1_D_A01_2010_12_17_2	2	phylum	Proteobacteria	427	2.61	0.99
1_D_A01_2010_12_17_2	2	phylum	Firmicutes	6476	39.62	0.99
1_D_A01_2010_12_17_2	2	phylum	Bacteroidetes	4382	26.81	0.99
1_D_A01_2010_12_17_2	2	phylum	Chloroflexi	3	0.02	0.88
1_D_A01_2010_12_17_2	2	phylum	Actinobacteria	522	3.19	0.99
1_D_A01_2010_12_17_2	2	phylum	Tenericutes	25	0.15	0.99
1_D_A01_2010_12_17_2	2	phylum	SR1	1	0.01	1.00
1_D_A01_2010_12_17_2	2	phylum	Fusobacteria	1282	7.84	0.99
1_D_A01_2010_12_17_2	2	phylum	Synergistetes	268	1.64	0.93
1_D_A01_2010_12_17_2	2	class	Spirochaetes	977	5.98	0.99
1_D_A01_2010_12_17_2	2	class	Betaproteobacteria	21	0.13	1.00
1_D_A01_2010_12_17_2	2	class	Bacteroidia	4010	24.53	0.99
1_D_A01_2010_12_17_2	2	class	Gammaproteobacteria	1	0.01	1.00
1_D_A01_2010_12_17_2	2	class	Flavobacteria	257	1.57	0.98
1_D_A01_2010_12_17_2	2	class	Alphaproteobacteria	1	0.01	0.93
1_D_A01_2010_12_17_2	2	class	Epsilonproteobacteria	375	2.29	0.99
1_D_A01_2010_12_17_2	2	class	Bacilli	2584	15.81	0.99
1_D_A01_2010_12_17_2	2	class	Mollicutes	25	0.15	0.99
1_D_A01_2010_12_17_2	2	class	Actinobacteria	522	3.19	0.99
1_D_A01_2010_12_17_2	2	class	Anaerolineae	2	0.01	0.92
1_D_A01_2010_12_17_2	2	class	Fusobacteria	1282	7.84	0.99
1_D_A01_2010_12_17_2	2	class	Erysipelotrichia	7	0.04	0.96
1_D_A01_2010_12_17_2	2	class	Negativicutes	2688	16.45	0.99
1_D_A01_2010_12_17_2	2	class	Synergistia	268	1.64	0.93
1_D_A01_2010_12_17_2	2	class	Clostridia	693	4.24	0.97
1_D_A01_2010_12_17_2	2	class	Deltaproteobacteria	23	0.14	0.98
1_D_A01_2010_12_17_2	2	subclass	Actinobacteridae	434	2.66	0.99
1_D_A01_2010_12_17_2	2	subclass	Coriobacteridae	80	0.49	0.98
1_D_A01_2010_12_17_2	2	suborder	Corynebacterineae	95	0.58	0.98
1_D_A01_2010_12_17_2	2	suborder	Coriobacterineae	80	0.49	0.98
1_D_A01_2010_12_17_2	2	suborder	Micrococcineae	17	0.10	0.96
1_D_A01_2010_12_17_2	2	suborder	Actinomycineae	203	1.24	0.98
1_D_A01_2010_12_17_2	2	order	Lactobacillales	2405	14.71	0.99
1_D_A01_2010_12_17_2	2	order	Pasteurellales	1	0.01	1.00
1_D_A01_2010_12_17_2	2	order	Fusobacteriales	1282	7.84	0.99
1_D_A01_2010_12_17_2	2	order	Flavobacteriales	257	1.57	0.98
1_D_A01_2010_12_17_2	2	order	Anaerolineales	2	0.01	0.92
1_D_A01_2010_12_17_2	2	order	Campylobacterales	368	2.25	0.99
1_D_A01_2010_12_17_2	2	order	Clostridiales	693	4.24	0.97
1_D_A01_2010_12_17_2	2	order	Synergistales	268	1.64	0.93
1_D_A01_2010_12_17_2	2	order	Erysipelotrichales	7	0.04	0.96
1_D_A01_2010_12_17_2	2	order	Selenomonadales	2688	16.45	0.99
1_D_A01_2010_12_17_2	2	order	Neisseriales	21	0.13	1.00
1_D_A01_2010_12_17_2	2	order	Desulfobacterales	23	0.14	0.98
1_D_A01_2010_12_17_2	2	order	Mycoplasmatales	25	0.15	0.98
1_D_A01_2010_12_17_2	2	order	Bacteroidales	4010	24.53	0.99
1_D_A01_2010_12_17_2	2	order	Bacillales	41	0.25	0.98
1_D_A01_2010_12_17_2	2	order	Spirochaetales	977	5.98	0.99
1_D_A01_2010_12_17_2	2	order	Coriobacteriales	80	0.49	0.98
1_D_A01_2010_12_17_2	2	order	Actinomycetales	433	2.65	0.98
1_D_A01_2010_12_17_2	2	family	Actinomycetaceae	203	1.24	0.98
1_D_A01_2010_12_17_2	2	family	Micrococcaceae	13	0.08	0.99
1_D_A01_2010_12_17_2	2	family	Coriobacteriaceae	80	0.49	0.98
1_D_A01_2010_12_17_2	2	family	Corynebacteriaceae	92	0.56	0.98
1_D_A01_2010_12_17_2	2	family	Leptotrichiaceae	614	3.76	0.99
1_D_A01_2010_12_17_2	2	family	Streptococcaceae	2249	13.76	0.98
1_D_A01_2010_12_17_2	2	family	Eubacteriaceae	89	0.54	0.98
1_D_A01_2010_12_17_2	2	family	Neisseriaceae	21	0.13	1.00
1_D_A01_2010_12_17_2	2	family	Veillonellaceae	2597	15.89	0.99
1_D_A01_2010_12_17_2	2	family	Anaerolineaceae	2	0.01	0.92
1_D_A01_2010_12_17_2	2	family	Rikenellaceae	2	0.01	0.84
1_D_A01_2010_12_17_2	2	family	Erysipelotrichaceae	7	0.04	0.96
1_D_A01_2010_12_17_2	2	family	Clostridiales_Incertae Sedis XIII	32	0.20	0.95
1_D_A01_2010_12_17_2	2	family	Prevotellaceae	3373	20.64	0.99
1_D_A01_2010_12_17_2	2	family	Lactobacillaceae	5	0.03	1.00
1_D_A01_2010_12_17_2	2	family	Mycoplasmataceae	25	0.15	0.98
1_D_A01_2010_12_17_2	2	family	Fusobacteriaceae	644	3.94	0.99
1_D_A01_2010_12_17_2	2	family	Spirochaetaceae	973	5.95	0.99
1_D_A01_2010_12_17_2	2	family	Peptococcaceae 1	1	0.01	0.90
1_D_A01_2010_12_17_2	2	family	Lachnospiraceae	360	2.20	0.97
1_D_A01_2010_12_17_2	2	family	Synergistaceae	268	1.64	0.93
1_D_A01_2010_12_17_2	2	family	Campylobacteraceae	363	2.22	1.00
1_D_A01_2010_12_17_2	2	family	Bacillales_Incertae Sedis XI	38	0.23	0.99
1_D_A01_2010_12_17_2	2	family	Carnobacteriaceae	21	0.13	0.94
1_D_A01_2010_12_17_2	2	family	Pasteurellaceae	1	0.01	1.00
1_D_A01_2010_12_17_2	2	family	Acidaminococcaceae	2	0.01	0.85
1_D_A01_2010_12_17_2	2	family	Peptostreptococcaceae	65	0.40	0.98
1_D_A01_2010_12_17_2	2	family	Porphyromonadaceae	524	3.21	0.98
1_D_A01_2010_12_17_2	2	family	Clostridiales_Incertae Sedis XI	30	0.18	0.97
1_D_A01_2010_12_17_2	2	family	Enterococcaceae	1	0.01	0.89
1_D_A01_2010_12_17_2	2	family	Flavobacteriaceae	255	1.56	0.98
