Sample ID	Method ID	Taxa-Level	Taxa-Name	# of Reads	% of Total	Avg-Score
30_D_D07_2010_12_17_2	1	family	Synergistaceae	142	2.69	0.93
30_D_D07_2010_12_17_2	1	family	Mycoplasmataceae	16	0.30	0.96
30_D_D07_2010_12_17_2	1	family	Fusobacteriaceae	682	12.93	0.98
30_D_D07_2010_12_17_2	1	family	Porphyromonadaceae	2695	51.10	0.99
30_D_D07_2010_12_17_2	1	family	Spirochaetaceae	537	10.18	0.98
30_D_D07_2010_12_17_2	1	family	Eubacteriaceae	108	2.05	0.94
30_D_D07_2010_12_17_2	1	family	Peptostreptococcaceae	65	1.23	0.94
30_D_D07_2010_12_17_2	1	family	Desulfobulbaceae	7	0.13	0.99
30_D_D07_2010_12_17_2	1	family	Veillonellaceae	58	1.10	0.97
30_D_D07_2010_12_17_2	1	family	Peptococcaceae 1	1	0.02	0.82
30_D_D07_2010_12_17_2	1	family	Lachnospiraceae	48	0.91	0.94
30_D_D07_2010_12_17_2	1	family	Prevotellaceae	407	7.72	0.97
30_D_D07_2010_12_17_2	1	family	Rikenellaceae	2	0.04	0.79
30_D_D07_2010_12_17_2	1	family	Desulfovibrionaceae	19	0.36	0.81
30_D_D07_2010_12_17_2	1	family	Bifidobacteriaceae	1	0.02	1.00
30_D_D07_2010_12_17_2	1	genus	Scardovia	1	0.02	1.00
30_D_D07_2010_12_17_2	1	genus	Atopobium	3	0.06	1.00
30_D_D07_2010_12_17_2	1	genus	Olsenella	2	0.04	0.84
30_D_D07_2010_12_17_2	1	genus	Rothia	10	0.19	0.96
30_D_D07_2010_12_17_2	1	genus	Actinomyces	26	0.49	0.96
30_D_D07_2010_12_17_2	1	genus	Slackia	1	0.02	1.00
30_D_D07_2010_12_17_2	1	genus	TM7_genera_incertae_sedis	3	0.06	1.00
30_D_D07_2010_12_17_2	1	genus	Johnsonella	30	0.57	0.90
30_D_D07_2010_12_17_2	1	genus	Peptococcus	1	0.02	0.79
30_D_D07_2010_12_17_2	1	genus	Peptostreptococcaceae_incertae_sedis	1	0.02	1.00
30_D_D07_2010_12_17_2	1	genus	Dialister	6	0.11	0.97
30_D_D07_2010_12_17_2	1	genus	Xylanibacter	4	0.08	0.59
30_D_D07_2010_12_17_2	1	genus	Oribacterium	1	0.02	0.96
30_D_D07_2010_12_17_2	1	genus	Eubacterium	100	1.90	0.94
30_D_D07_2010_12_17_2	1	genus	Aminobacterium	7	0.13	0.58
30_D_D07_2010_12_17_2	1	genus	Fusobacterium	627	11.89	0.98
30_D_D07_2010_12_17_2	1	genus	Thermovirga	19	0.36	0.76
30_D_D07_2010_12_17_2	1	genus	Mitsuokella	1	0.02	0.72
30_D_D07_2010_12_17_2	1	genus	Porphyromonas	2292	43.46	0.98
30_D_D07_2010_12_17_2	1	genus	Selenomonas	10	0.19	0.97
30_D_D07_2010_12_17_2	1	genus	Rikenella	2	0.04	0.79
30_D_D07_2010_12_17_2	1	genus	Campylobacter	14	0.27	1.00
30_D_D07_2010_12_17_2	1	genus	Filifactor	64	1.21	0.93
30_D_D07_2010_12_17_2	1	genus	Schwartzia	2	0.04	0.62
30_D_D07_2010_12_17_2	1	genus	Desulfobulbus	7	0.13	0.98
30_D_D07_2010_12_17_2	1	genus	Tannerella	385	7.30	0.91
30_D_D07_2010_12_17_2	1	genus	Anaeroglobus	16	0.30	0.98
30_D_D07_2010_12_17_2	1	genus	Veillonella	12	0.23	0.96
30_D_D07_2010_12_17_2	1	genus	Streptococcus	114	2.16	0.95
30_D_D07_2010_12_17_2	1	genus	Catonella	8	0.15	1.00
30_D_D07_2010_12_17_2	1	genus	Hallella	10	0.19	0.92
30_D_D07_2010_12_17_2	1	genus	Centipeda	1	0.02	0.64
30_D_D07_2010_12_17_2	1	genus	Syntrophococcus	2	0.04	0.59
30_D_D07_2010_12_17_2	1	genus	Pseudoramibacter	8	0.15	0.96
30_D_D07_2010_12_17_2	1	genus	Prevotella	376	7.13	0.97
30_D_D07_2010_12_17_2	1	genus	Pectinatus	1	0.02	0.69
30_D_D07_2010_12_17_2	1	genus	Phocaeicola	25	0.47	0.97
30_D_D07_2010_12_17_2	1	genus	Erysipelotrichaceae_incertae_sedis	1	0.02	1.00
30_D_D07_2010_12_17_2	1	genus	Desulfovibrio	15	0.28	0.86
30_D_D07_2010_12_17_2	1	genus	Treponema	537	10.18	0.98
30_D_D07_2010_12_17_2	1	genus	Parvimonas	53	1.00	0.97
30_D_D07_2010_12_17_2	1	genus	Mycoplasma	16	0.30	0.96
30_D_D07_2010_12_17_2	1	genus	Mogibacterium	28	0.53	0.92
30_D_D07_2010_12_17_2	1	genus	Bulleidia	22	0.42	0.99
30_D_D07_2010_12_17_2	1	genus	Clostridium XIX	32	0.61	0.68
30_D_D07_2010_12_17_2	1	genus	Anaerovorax	20	0.38	0.78
30_S_D08_2010_12_17_2	1	rootrank	Root	6531	100.00	1.00
30_S_D08_2010_12_17_2	1	domain	Bacteria	6531	100.00	1.00
30_S_D08_2010_12_17_2	1	phylum	Spirochaetes	44	0.67	0.98
30_S_D08_2010_12_17_2	1	phylum	Chloroflexi	1	0.02	0.80
30_S_D08_2010_12_17_2	1	phylum	Firmicutes	2746	42.05	0.99
30_S_D08_2010_12_17_2	1	phylum	Bacteroidetes	653	10.00	0.99
30_S_D08_2010_12_17_2	1	phylum	Synergistetes	11	0.17	0.84
30_S_D08_2010_12_17_2	1	phylum	Actinobacteria	2486	38.06	0.99
30_S_D08_2010_12_17_2	1	phylum	Tenericutes	9	0.14	1.00
30_S_D08_2010_12_17_2	1	phylum	Cyanobacteria/Chloroplast	4	0.06	1.00
30_S_D08_2010_12_17_2	1	phylum	Fusobacteria	457	7.00	0.99
30_S_D08_2010_12_17_2	1	phylum	Proteobacteria	92	1.41	0.98
30_S_D08_2010_12_17_2	1	class	Spirochaetes	44	0.67	0.98
30_S_D08_2010_12_17_2	1	class	Betaproteobacteria	21	0.32	0.97
30_S_D08_2010_12_17_2	1	class	Synergistia	11	0.17	0.84
30_S_D08_2010_12_17_2	1	class	Bacteroidia	626	9.59	0.99
30_S_D08_2010_12_17_2	1	class	Flavobacteria	20	0.31	0.95
30_S_D08_2010_12_17_2	1	class	Gammaproteobacteria	5	0.08	0.93
30_S_D08_2010_12_17_2	1	class	Alphaproteobacteria	6	0.09	1.00
30_S_D08_2010_12_17_2	1	class	Chloroplast	4	0.06	1.00
30_S_D08_2010_12_17_2	1	class	Epsilonproteobacteria	58	0.89	0.99
30_S_D08_2010_12_17_2	1	class	Actinobacteria	2486	38.06	0.99
30_S_D08_2010_12_17_2	1	class	Mollicutes	9	0.14	1.00
30_S_D08_2010_12_17_2	1	class	Sphingobacteria	2	0.03	0.55
30_S_D08_2010_12_17_2	1	class	Thermomicrobia	1	0.02	0.68
30_S_D08_2010_12_17_2	1	class	Erysipelotrichia	18	0.28	0.96
30_S_D08_2010_12_17_2	1	class	Fusobacteria	457	7.00	0.99
30_S_D08_2010_12_17_2	1	class	Negativicutes	522	7.99	0.99
30_S_D08_2010_12_17_2	1	class	Bacilli	1999	30.61	0.99
30_S_D08_2010_12_17_2	1	class	Clostridia	199	3.05	0.98
30_S_D08_2010_12_17_2	1	class	Deltaproteobacteria	1	0.02	1.00
30_S_D08_2010_12_17_2	1	subclass	Actinobacteridae	2456	37.61	0.99
30_S_D08_2010_12_17_2	1	subclass	Coriobacteridae	30	0.46	0.96
30_S_D08_2010_12_17_2	1	subclass	Sphaerobacteridae	1	0.02	0.62
30_S_D08_2010_12_17_2	1	suborder	Sphaerobacterineae	1	0.02	0.62
30_S_D08_2010_12_17_2	1	suborder	Corynebacterineae	22	0.34	0.87
30_S_D08_2010_12_17_2	1	suborder	Actinomycineae	1500	22.97	0.97
30_S_D08_2010_12_17_2	1	suborder	Coriobacterineae	30	0.46	0.96
30_S_D08_2010_12_17_2	1	suborder	Pseudonocardineae	1	0.02	0.53
30_S_D08_2010_12_17_2	1	suborder	Micrococcineae	162	2.48	0.95
30_S_D08_2010_12_17_2	1	order	Lactobacillales	1965	30.09	0.99
30_S_D08_2010_12_17_2	1	order	Synergistales	11	0.17	0.84
30_S_D08_2010_12_17_2	1	order	Erysipelotrichales	18	0.28	0.96
30_S_D08_2010_12_17_2	1	order	Neisseriales	21	0.32	0.96
30_S_D08_2010_12_17_2	1	order	Rhizobiales	6	0.09	1.00
30_S_D08_2010_12_17_2	1	order	Campylobacterales	58	0.89	0.99
30_S_D08_2010_12_17_2	1	order	Clostridiales	199	3.05	0.98
30_S_D08_2010_12_17_2	1	order	Flavobacteriales	20	0.31	0.95
30_S_D08_2010_12_17_2	1	order	Pasteurellales	5	0.08	0.92
30_S_D08_2010_12_17_2	1	order	Mycoplasmatales	9	0.14	1.00
30_S_D08_2010_12_17_2	1	order	Fusobacteriales	457	7.00	0.99
30_S_D08_2010_12_17_2	1	order	Selenomonadales	522	7.99	0.99
30_S_D08_2010_12_17_2	1	order	Spirochaetales	44	0.67	0.98
30_S_D08_2010_12_17_2	1	order	Bacillales	12	0.18	0.88
30_S_D08_2010_12_17_2	1	order	Desulfobacterales	1	0.02	1.00
30_S_D08_2010_12_17_2	1	order	Sphingobacteriales	2	0.03	0.55
30_S_D08_2010_12_17_2	1	order	Bacteroidales	626	9.59	0.99
30_S_D08_2010_12_17_2	1	order	Coriobacteriales	30	0.46	0.96
30_S_D08_2010_12_17_2	1	order	Sphaerobacterales	1	0.02	0.62
30_S_D08_2010_12_17_2	1	order	Actinomycetales	1766	27.04	0.99
30_S_D08_2010_12_17_2	1	order	Bifidobacteriales	688	10.53	0.99
30_S_D08_2010_12_17_2	1	family	Coriobacteriaceae	30	0.46	0.96
30_S_D08_2010_12_17_2	1	family	Pseudonocardiaceae	1	0.02	0.53
30_S_D08_2010_12_17_2	1	family	Actinomycetaceae	1500	22.97	0.97
30_S_D08_2010_12_17_2	1	family	Mycobacteriaceae	2	0.03	1.00
30_S_D08_2010_12_17_2	1	family	Sphaerobacteraceae	1	0.02	0.62
30_S_D08_2010_12_17_2	1	family	Micrococcaceae	144	2.20	0.98
30_S_D08_2010_12_17_2	1	family	Corynebacteriaceae	17	0.26	0.88
30_S_D08_2010_12_17_2	1	family	Chloroplast	4	0.06	1.00
30_S_D08_2010_12_17_2	1	family	Leptotrichiaceae	20	0.31	0.98
30_S_D08_2010_12_17_2	1	family	Streptococcaceae	1925	29.47	0.98
30_S_D08_2010_12_17_2	1	family	Bradyrhizobiaceae	1	0.02	1.00
30_S_D08_2010_12_17_2	1	family	Eubacteriaceae	53	0.81	0.99
30_S_D08_2010_12_17_2	1	family	Neisseriaceae	21	0.32	0.96
30_S_D08_2010_12_17_2	1	family	Veillonellaceae	517	7.92	0.99
30_S_D08_2010_12_17_2	1	family	Staphylococcaceae	3	0.05	1.00
30_S_D08_2010_12_17_2	1	family	Methylobacteriaceae	5	0.08	1.00
30_S_D08_2010_12_17_2	1	family	Erysipelotrichaceae	18	0.28	0.96
30_S_D08_2010_12_17_2	1	family	Clostridiales_Incertae Sedis XIII	19	0.29	0.96
30_S_D08_2010_12_17_2	1	family	Prevotellaceae	521	7.98	0.99
30_S_D08_2010_12_17_2	1	family	Lactobacillaceae	16	0.24	0.89
30_S_D08_2010_12_17_2	1	family	Mycoplasmataceae	9	0.14	1.00
30_S_D08_2010_12_17_2	1	family	Fusobacteriaceae	437	6.69	0.99
30_S_D08_2010_12_17_2	1	family	Spirochaetaceae	44	0.67	0.98
30_S_D08_2010_12_17_2	1	family	Peptococcaceae 1	5	0.08	0.81
30_S_D08_2010_12_17_2	1	family	Lachnospiraceae	18	0.28	0.99
30_S_D08_2010_12_17_2	1	family	Synergistaceae	11	0.17	0.84
30_S_D08_2010_12_17_2	1	family	Campylobacteraceae	58	0.89	0.98
30_S_D08_2010_12_17_2	1	family	Bacillales_Incertae Sedis XI	6	0.09	1.00
30_S_D08_2010_12_17_2	1	family	Carnobacteriaceae	5	0.08	0.74
30_S_D08_2010_12_17_2	1	family	Pasteurellaceae	5	0.08	0.92
30_S_D08_2010_12_17_2	1	family	Peptostreptococcaceae	29	0.44	0.98
30_S_D08_2010_12_17_2	1	family	Porphyromonadaceae	101	1.55	0.99
30_S_D08_2010_12_17_2	1	family	Clostridiales_Incertae Sedis XI	69	1.06	0.98
30_S_D08_2010_12_17_2	1	family	Enterococcaceae	1	0.02	0.69
30_S_D08_2010_12_17_2	1	family	Flavobacteriaceae	20	0.31	0.95
30_S_D08_2010_12_17_2	1	family	Aerococcaceae	2	0.03	0.65
30_S_D08_2010_12_17_2	1	family	Desulfobulbaceae	1	0.02	1.00
30_S_D08_2010_12_17_2	1	family	Bifidobacteriaceae	688	10.53	0.99
30_S_D08_2010_12_17_2	1	genus	Parascardovia	1	0.02	0.59
30_S_D08_2010_12_17_2	1	genus	Bifidobacterium	7	0.11	0.94
30_S_D08_2010_12_17_2	1	genus	Scardovia	680	10.41	0.99
30_S_D08_2010_12_17_2	1	genus	Rothia	141	2.16	0.99
30_S_D08_2010_12_17_2	1	genus	Mycobacterium	2	0.03	1.00
30_S_D08_2010_12_17_2	1	genus	Corynebacterium	12	0.18	0.94
30_S_D08_2010_12_17_2	1	genus	Actinomyces	1493	22.86	0.97
30_S_D08_2010_12_17_2	1	genus	Atopobium	26	0.40	0.95
30_S_D08_2010_12_17_2	1	genus	Olsenella	4	0.06	1.00
30_S_D08_2010_12_17_2	1	genus	Sphaerobacter	1	0.02	0.62
30_S_D08_2010_12_17_2	1	genus	Streptophyta	4	0.06	1.00
30_S_D08_2010_12_17_2	1	genus	Centipeda	1	0.02	0.89
30_S_D08_2010_12_17_2	1	genus	Solobacterium	3	0.05	0.58
30_S_D08_2010_12_17_2	1	genus	Peptococcus	5	0.08	0.78
30_S_D08_2010_12_17_2	1	genus	Dialister	16	0.24	0.94
30_S_D08_2010_12_17_2	1	genus	Xylanibacter	11	0.17	0.67
30_S_D08_2010_12_17_2	1	genus	Capnocytophaga	18	0.28	0.98
30_S_D08_2010_12_17_2	1	genus	Oribacterium	3	0.05	0.99
30_S_D08_2010_12_17_2	1	genus	Abiotrophia	2	0.03	0.61
30_S_D08_2010_12_17_2	1	genus	Mitsuokella	1	0.02	0.59
30_S_D08_2010_12_17_2	1	genus	Eubacterium	51	0.78	0.99
30_S_D08_2010_12_17_2	1	genus	Fusobacterium	412	6.31	0.99
30_S_D08_2010_12_17_2	1	genus	Moryella	1	0.02	0.55
30_S_D08_2010_12_17_2	1	genus	Staphylococcus	3	0.05	1.00
30_S_D08_2010_12_17_2	1	genus	Peptostreptococcaceae_incertae_sedis	3	0.05	1.00
30_S_D08_2010_12_17_2	1	genus	Leptotrichia	19	0.29	0.99
30_S_D08_2010_12_17_2	1	genus	Granulicatella	3	0.05	0.75
30_S_D08_2010_12_17_2	1	genus	Kingella	3	0.05	0.69
30_S_D08_2010_12_17_2	1	genus	Haemophilus	2	0.03	0.86
30_S_D08_2010_12_17_2	1	genus	Johnsonella	2	0.03	0.99
30_S_D08_2010_12_17_2	1	genus	Porphyromonas	70	1.07	0.99
30_S_D08_2010_12_17_2	1	genus	Filifactor	25	0.38	0.98
30_S_D08_2010_12_17_2	1	genus	Neisseria	10	0.15	0.88
30_S_D08_2010_12_17_2	1	genus	Campylobacter	57	0.87	0.99
30_S_D08_2010_12_17_2	1	genus	Selenomonas	28	0.43	0.99
30_S_D08_2010_12_17_2	1	genus	Gemella	6	0.09	1.00
30_S_D08_2010_12_17_2	1	genus	Schwartzia	2	0.03	0.73
30_S_D08_2010_12_17_2	1	genus	Desulfobulbus	1	0.02	1.00
30_S_D08_2010_12_17_2	1	genus	Tannerella	22	0.34	0.96
30_S_D08_2010_12_17_2	1	genus	Afipia	1	0.02	0.59
30_S_D08_2010_12_17_2	1	genus	Megasphaera	1	0.02	1.00
30_S_D08_2010_12_17_2	1	genus	Anaeroglobus	7	0.11	0.96
30_S_D08_2010_12_17_2	1	genus	Veillonella	451	6.91	0.99
30_S_D08_2010_12_17_2	1	genus	Streptococcus	1925	29.47	0.98
30_S_D08_2010_12_17_2	1	genus	Bulleidia	12	0.18	1.00
30_S_D08_2010_12_17_2	1	genus	Hallella	5	0.08	0.73
30_S_D08_2010_12_17_2	1	genus	Paludibacter	4	0.06	0.72
30_S_D08_2010_12_17_2	1	genus	Pseudoramibacter	2	0.03	1.00
30_S_D08_2010_12_17_2	1	genus	Prevotella	496	7.59	0.99
30_S_D08_2010_12_17_2	1	genus	Lactobacillus	16	0.24	0.89
30_S_D08_2010_12_17_2	1	genus	Barnesiella	1	0.02	0.97
30_S_D08_2010_12_17_2	1	genus	Treponema	44	0.67	0.98
30_S_D08_2010_12_17_2	1	genus	Parvimonas	69	1.06	0.98
30_S_D08_2010_12_17_2	1	genus	Eikenella	2	0.03	0.61
30_S_D08_2010_12_17_2	1	genus	Mycoplasma	9	0.14	1.00
30_S_D08_2010_12_17_2	1	genus	Mogibacterium	16	0.24	0.97
30_S_D08_2010_12_17_2	1	genus	Catonella	11	0.17	0.99
30_S_D08_2010_12_17_2	1	genus	Clostridium XIX	20	0.31	0.66
30_S_D08_2010_12_17_2	1	genus	Anaerovorax	3	0.05	0.88
30_S_D08_2010_12_17_2	1	genus	Aggregatibacter	2	0.03	0.80
30_S_D08_2010_12_17_2	1	genus	Methylobacterium	5	0.08	1.00
30_S_D08_2010_12_17_2	1	genus	Peptostreptococcus	1	0.02	1.00
31_D_D11_2010_12_17_2	1	rootrank	Root	6218	100.00	1.00
31_D_D11_2010_12_17_2	1	domain	Bacteria	6208	99.84	1.00
31_D_D11_2010_12_17_2	1	phylum	Spirochaetes	88	1.42	0.90
31_D_D11_2010_12_17_2	1	phylum	Chloroflexi	1	0.02	0.98
31_D_D11_2010_12_17_2	1	phylum	TM7	217	3.49	0.94
31_D_D11_2010_12_17_2	1	phylum	Firmicutes	3338	53.68	0.98
31_D_D11_2010_12_17_2	1	phylum	Bacteroidetes	1242	19.97	0.98
31_D_D11_2010_12_17_2	1	phylum	Synergistetes	48	0.77	0.89
31_D_D11_2010_12_17_2	1	phylum	Actinobacteria	598	9.62	0.95
31_D_D11_2010_12_17_2	1	phylum	SR1	2	0.03	1.00
31_D_D11_2010_12_17_2	1	phylum	Fusobacteria	340	5.47	0.97
31_D_D11_2010_12_17_2	1	phylum	Proteobacteria	200	3.22	0.96
31_D_D11_2010_12_17_2	1	class	Spirochaetes	88	1.42	0.90
31_D_D11_2010_12_17_2	1	class	Betaproteobacteria	53	0.85	0.96
31_D_D11_2010_12_17_2	1	class	Synergistia	48	0.77	0.89
31_D_D11_2010_12_17_2	1	class	Bacteroidia	1113	17.90	0.98
31_D_D11_2010_12_17_2	1	class	Gammaproteobacteria	36	0.58	0.96
31_D_D11_2010_12_17_2	1	class	Flavobacteria	102	1.64	0.96
31_D_D11_2010_12_17_2	1	class	Epsilonproteobacteria	104	1.67	0.95
31_D_D11_2010_12_17_2	1	class	Bacilli	1793	28.84	0.98
31_D_D11_2010_12_17_2	1	class	Sphingobacteria	2	0.03	0.51
31_D_D11_2010_12_17_2	1	class	Erysipelotrichia	13	0.21	0.96
31_D_D11_2010_12_17_2	1	class	Anaerolineae	1	0.02	0.98
31_D_D11_2010_12_17_2	1	class	Fusobacteria	340	5.47	0.97
31_D_D11_2010_12_17_2	1	class	Clostridia	325	5.23	0.93
31_D_D11_2010_12_17_2	1	class	Actinobacteria	598	9.62	0.95
31_D_D11_2010_12_17_2	1	class	Negativicutes	1147	18.45	0.97
31_D_D11_2010_12_17_2	1	class	Deltaproteobacteria	4	0.06	0.93
31_D_D11_2010_12_17_2	1	subclass	Actinobacteridae	523	8.41	0.95
31_D_D11_2010_12_17_2	1	subclass	Coriobacteridae	74	1.19	0.94
31_D_D11_2010_12_17_2	1	suborder	Micrococcineae	11	0.18	0.65
31_D_D11_2010_12_17_2	1	suborder	Coriobacterineae	74	1.19	0.94
31_D_D11_2010_12_17_2	1	suborder	Corynebacterineae	34	0.55	0.89
31_D_D11_2010_12_17_2	1	suborder	Actinomycineae	380	6.11	0.94
31_D_D11_2010_12_17_2	1	order	Lactobacillales	1620	26.05	0.97
31_D_D11_2010_12_17_2	1	order	Pasteurellales	35	0.56	0.97
31_D_D11_2010_12_17_2	1	order	Fusobacteriales	340	5.47	0.97
31_D_D11_2010_12_17_2	1	order	Flavobacteriales	102	1.64	0.96
31_D_D11_2010_12_17_2	1	order	Desulfovibrionales	2	0.03	0.89
31_D_D11_2010_12_17_2	1	order	Campylobacterales	103	1.66	0.94
31_D_D11_2010_12_17_2	1	order	Clostridiales	325	5.23	0.93
31_D_D11_2010_12_17_2	1	order	Synergistales	48	0.77	0.89
31_D_D11_2010_12_17_2	1	order	Neisseriales	52	0.84	0.97
31_D_D11_2010_12_17_2	1	order	Selenomonadales	1147	18.45	0.97
31_D_D11_2010_12_17_2	1	order	Anaerolineales	1	0.02	0.98
31_D_D11_2010_12_17_2	1	order	Desulfobacterales	2	0.03	0.96
31_D_D11_2010_12_17_2	1	order	Bacillales	126	2.03	0.91
31_D_D11_2010_12_17_2	1	order	Bacteroidales	1113	17.90	0.98
31_D_D11_2010_12_17_2	1	order	Erysipelotrichales	13	0.21	0.96
31_D_D11_2010_12_17_2	1	order	Sphingobacteriales	2	0.03	0.51
31_D_D11_2010_12_17_2	1	order	Spirochaetales	88	1.42	0.90
31_D_D11_2010_12_17_2	1	order	Coriobacteriales	74	1.19	0.94
31_D_D11_2010_12_17_2	1	order	Actinomycetales	509	8.19	0.95
31_D_D11_2010_12_17_2	1	order	Bifidobacteriales	12	0.19	0.92
31_D_D11_2010_12_17_2	1	family	Actinomycetaceae	380	6.11	0.94
31_D_D11_2010_12_17_2	1	family	Micrococcaceae	1	0.02	1.00
31_D_D11_2010_12_17_2	1	family	Coriobacteriaceae	74	1.19	0.94
31_D_D11_2010_12_17_2	1	family	Corynebacteriaceae	30	0.48	0.90
31_D_D11_2010_12_17_2	1	family	Leptotrichiaceae	100	1.61	0.96
31_D_D11_2010_12_17_2	1	family	Streptococcaceae	1495	24.04	0.97
31_D_D11_2010_12_17_2	1	family	Eubacteriaceae	64	1.03	0.75
31_D_D11_2010_12_17_2	1	family	Neisseriaceae	52	0.84	0.97
31_D_D11_2010_12_17_2	1	family	Veillonellaceae	1113	17.90	0.97
31_D_D11_2010_12_17_2	1	family	Anaerolineaceae	1	0.02	0.98
31_D_D11_2010_12_17_2	1	family	Rikenellaceae	3	0.05	0.60
31_D_D11_2010_12_17_2	1	family	Hydrogenimonaceae	1	0.02	0.58
31_D_D11_2010_12_17_2	1	family	Erysipelotrichaceae	13	0.21	0.96
31_D_D11_2010_12_17_2	1	family	Clostridiales_Incertae Sedis XIII	8	0.13	0.84
31_D_D11_2010_12_17_2	1	family	Prevotellaceae	941	15.13	0.98
31_D_D11_2010_12_17_2	1	family	Fusobacteriaceae	240	3.86	0.97
31_D_D11_2010_12_17_2	1	family	Spirochaetaceae	88	1.42	0.89
31_D_D11_2010_12_17_2	1	family	Peptococcaceae 1	1	0.02	0.64
31_D_D11_2010_12_17_2	1	family	Desulfovibrionaceae	1	0.02	0.98
31_D_D11_2010_12_17_2	1	family	Lachnospiraceae	118	1.90	0.79
31_D_D11_2010_12_17_2	1	family	Bacillaceae 2	1	0.02	0.59
31_D_D11_2010_12_17_2	1	family	Synergistaceae	48	0.77	0.89
31_D_D11_2010_12_17_2	1	family	Campylobacteraceae	95	1.53	0.95
31_D_D11_2010_12_17_2	1	family	Bacillales_Incertae Sedis XI	108	1.74	0.94
31_D_D11_2010_12_17_2	1	family	Carnobacteriaceae	70	1.13	0.87
31_D_D11_2010_12_17_2	1	family	Aerococcaceae	2	0.03	0.76
31_D_D11_2010_12_17_2	1	family	Acidaminococcaceae	7	0.11	0.64
31_D_D11_2010_12_17_2	1	family	Peptostreptococcaceae	52	0.84	0.93
31_D_D11_2010_12_17_2	1	family	Porphyromonadaceae	134	2.16	0.94
31_D_D11_2010_12_17_2	1	family	Clostridiales_Incertae Sedis XI	38	0.61	0.88
31_D_D11_2010_12_17_2	1	family	Bacteroidaceae	2	0.03	0.67
31_D_D11_2010_12_17_2	1	family	Enterococcaceae	1	0.02	0.66
31_D_D11_2010_12_17_2	1	family	Flavobacteriaceae	100	1.61	0.96
31_D_D11_2010_12_17_2	1	family	Bacteroidales_incertae_sedis	7	0.11	0.89
31_D_D11_2010_12_17_2	1	family	Pasteurellaceae	35	0.56	0.97
31_D_D11_2010_12_17_2	1	family	Desulfobulbaceae	2	0.03	0.96
31_D_D11_2010_12_17_2	1	family	Bifidobacteriaceae	12	0.19	0.92
31_D_D11_2010_12_17_2	1	genus	Gardnerella	1	0.02	0.63
31_D_D11_2010_12_17_2	1	genus	Bifidobacterium	8	0.13	1.00
31_D_D11_2010_12_17_2	1	genus	Rothia	1	0.02	1.00
31_D_D11_2010_12_17_2	1	genus	Corynebacterium	27	0.43	0.90
31_D_D11_2010_12_17_2	1	genus	Actinomyces	376	6.05	0.94
31_D_D11_2010_12_17_2	1	genus	Atopobium	8	0.13	0.95
31_D_D11_2010_12_17_2	1	genus	Olsenella	57	0.92	0.90
31_D_D11_2010_12_17_2	1	genus	Slackia	4	0.06	0.56
31_D_D11_2010_12_17_2	1	genus	TM7_genera_incertae_sedis	217	3.49	0.94
31_D_D11_2010_12_17_2	1	genus	SR1_genera_incertae_sedis	2	0.03	1.00
31_D_D11_2010_12_17_2	1	genus	Paludibacter	5	0.08	0.72
31_D_D11_2010_12_17_2	1	genus	Solobacterium	10	0.16	0.93
31_D_D11_2010_12_17_2	1	genus	Peptococcus	1	0.02	0.57
31_D_D11_2010_12_17_2	1	genus	Peptostreptococcaceae_incertae_sedis	1	0.02	0.80
31_D_D11_2010_12_17_2	1	genus	Dialister	55	0.88	0.89
31_D_D11_2010_12_17_2	1	genus	Xylanibacter	6	0.10	0.68
31_D_D11_2010_12_17_2	1	genus	Capnocytophaga	85	1.37	0.96
31_D_D11_2010_12_17_2	1	genus	Oribacterium	7	0.11	0.88
31_D_D11_2010_12_17_2	1	genus	Abiotrophia	2	0.03	0.76
31_D_D11_2010_12_17_2	1	genus	Mitsuokella	2	0.03	0.59
31_D_D11_2010_12_17_2	1	genus	Eubacterium	43	0.69	0.68
31_D_D11_2010_12_17_2	1	genus	Fusobacterium	202	3.25	0.96
31_D_D11_2010_12_17_2	1	genus	Moryella	1	0.02	0.50
31_D_D11_2010_12_17_2	1	genus	Peptostreptococcus	41	0.66	0.93
31_D_D11_2010_12_17_2	1	genus	Leptotrichia	79	1.27	0.98
31_D_D11_2010_12_17_2	1	genus	Granulicatella	60	0.96	0.87
31_D_D11_2010_12_17_2	1	genus	Kingella	4	0.06	0.79
31_D_D11_2010_12_17_2	1	genus	Johnsonella	11	0.18	0.86
31_D_D11_2010_12_17_2	1	genus	Eikenella	2	0.03	0.69
31_D_D11_2010_12_17_2	1	genus	Porphyromonas	104	1.67	0.95
31_D_D11_2010_12_17_2	1	genus	Selenomonas	101	1.62	0.89
31_D_D11_2010_12_17_2	1	genus	Hydrogenimonas	1	0.02	0.58
31_D_D11_2010_12_17_2	1	genus	Neisseria	37	0.60	0.89
31_D_D11_2010_12_17_2	1	genus	Bacteroides	2	0.03	0.67
31_D_D11_2010_12_17_2	1	genus	Rikenella	2	0.03	0.64
31_D_D11_2010_12_17_2	1	genus	Campylobacter	93	1.50	0.96
31_D_D11_2010_12_17_2	1	genus	Filifactor	10	0.16	0.92
31_D_D11_2010_12_17_2	1	genus	Gemella	108	1.74	0.94
31_D_D11_2010_12_17_2	1	genus	Schwartzia	29	0.47	0.73
31_D_D11_2010_12_17_2	1	genus	Sneathia	8	0.13	0.65
31_D_D11_2010_12_17_2	1	genus	Desulfobulbus	2	0.03	0.93
